"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
9.410082375E0,1.112708282E1,2.960452271E1,-2.429622650E1,3.988165442E1
9.420012375E0,1.117681122E1,2.995716858E1,-2.432498169E1,4.017533811E1
9.429942375E0,1.110196686E1,3.006277466E1,-2.453524780E1,4.036090278E1
9.439872375E0,1.114084625E1,2.973547363E1,-2.443206787E1,4.006548125E1
9.449803375E0,1.128221130E1,2.988917542E1,-2.470332336E1,4.038446835E1
9.459733375E0,1.135691071E1,2.990805435E1,-2.449975586E1,4.029527482E1
9.469663375E0,1.110347748E1,2.992544556E1,-2.443229675E1,4.019647532E1
9.479593375E0,1.109181213E1,2.989232254E1,-2.469963837E1,4.033176637E1
9.489523375E0,1.090989685E1,2.976605988E1,-2.484357452E1,4.027713203E1
9.499454375E0,1.131387329E1,2.986605072E1,-2.508364868E1,4.061002519E1
9.509384375E0,1.128651428E1,2.995347595E1,-2.504104614E1,4.064049850E1
9.519314375E0,1.145238495E1,3.009296417E1,-2.490827179E1,4.070829912E1
9.529244375E0,1.126683044E1,2.987502670E1,-2.467666626E1,4.035339572E1
9.539175375E0,1.139425659E1,2.977474976E1,-2.465312958E1,4.030064025E1
9.549105375E0,1.099725342E1,2.986592484E1,-2.483278656E1,4.036806086E1
9.559035375E0,1.126547241E1,2.988187408E1,-2.481681824E1,4.044393323E1
9.568965375E0,1.118988800E1,2.970347214E1,-2.487622070E1,4.032785894E1
9.578895375E0,1.145764160E1,2.959713745E1,-2.498451996E1,4.039176072E1
9.588826375E0,1.136112213E1,2.983786392E1,-2.488318634E1,4.047895974E1
9.598756375E0,1.116290283E1,2.987916183E1,-2.479862976E1,4.040231119E1
9.608686375E0,1.152684021E1,2.993503952E1,-2.474994659E1,4.051585483E1
9.618616375E0,1.124331665E1,3.001873016E1,-2.478354645E1,4.051864391E1
9.628547375E0,1.124022675E1,2.997339630E1,-2.526845551E1,4.078286438E1
9.638477375E0,1.110687256E1,2.997363663E1,-2.500272369E1,4.058223383E1
9.648407375E0,1.139680481E1,2.967465210E1,-2.511100769E1,4.050968828E1
9.658337375E0,1.131706238E1,2.985527420E1,-2.511981964E1,4.062534476E1
9.668267375E0,1.146595764E1,2.987401962E1,-2.494201660E1,4.057128819E1
9.678198375E0,1.118683624E1,2.963370132E1,-2.475818634E1,4.020285251E1
9.688128375E0,1.144258118E1,2.955866623E1,-2.529124451E1,4.054990089E1
9.698058375E0,1.122115326E1,2.952442932E1,-2.514246368E1,4.037015838E1
9.707988375E0,1.148143768E1,2.954047012E1,-2.544238281E1,4.064206724E1
9.717919375E0,1.130242157E1,2.986257172E1,-2.495178223E1,4.052294855E1
9.727849375E0,1.146855927E1,2.970767212E1,-2.514399719E1,4.057455150E1
9.737779375E0,1.121894836E1,2.979437256E1,-2.478517151E1,4.034692262E1
9.747709375E0,1.129972839E1,2.967462921E1,-2.514364624E1,4.050272123E1
9.757639375E0,1.131084442E1,2.963026810E1,-2.518866730E1,4.050132034E1
9.767570375E0,1.138619232E1,2.949415970E1,-2.529950714E1,4.049217077E1
9.777500375E0,1.106330109E1,2.950448990E1,-2.510583496E1,4.028913630E1
9.787430375E0,1.132350922E1,2.944374466E1,-2.516523743E1,4.035399776E1
9.797360375E0,1.126723480E1,2.924253464E1,-2.507946777E1,4.013796352E1
9.807291375E0,1.132638550E1,2.936260605E1,-2.505635071E1,4.022773115E1
9.817221375E0,1.128571320E1,2.943656921E1,-2.464321899E1,4.001458699E1
9.827151375E0,1.177879333E1,2.959440994E1,-2.511380005E1,4.056195293E1
9.837081375E0,1.143094635E1,2.955339050E1,-2.497431183E1,4.034582600E1
9.847011375E0,1.152395630E1,2.970031357E1,-2.521990967E1,4.063193373E1
9.856942375E0,1.137724304E1,2.964353561E1,-2.532383728E1,4.061376118E1
9.866872375E0,1.156333160E1,2.973656082E1,-2.527021027E1,4.070082572E1
9.876802375E0,1.110020447E1,2.953601456E1,-2.469993591E1,4.007090627E1
9.886732375E0,1.144344330E1,2.974007034E1,-2.489435577E1,4.043702669E1
9.896663375E0,1.134693909E1,2.978326797E1,-2.502779388E1,4.052390091E1
9.906593375E0,1.158017731E1,2.976515198E1,-2.487444305E1,4.048212811E1
9.916523375E0,1.131026459E1,2.976127243E1,-2.467167664E1,4.027836950E1
9.926453375E0,1.133016205E1,2.958285904E1,-2.474540710E1,4.019767772E1
9.936383375E0,1.103913879E1,3.001672745E1,-2.477129364E1,4.045347328E1
9.946314375E0,1.135431671E1,2.970640945E1,-2.504175568E1,4.047815211E1
9.956244375E0,1.145793915E1,2.962731552E1,-2.486328125E1,4.033912430E1
9.966174375E0,1.168973541E1,2.967791748E1,-2.511543274E1,4.059819776E1
9.976104375E0,1.151435089E1,2.974689102E1,-2.475837708E1,4.037864581E1
9.986035375E0,1.176378632E1,2.974391556E1,-2.475121307E1,4.044390844E1
9.995965375E0,1.124463654E1,2.973561096E1,-2.463561249E1,4.021892357E1
1.000589537E1,1.148907471E1,2.949750519E1,-2.482368469E1,4.022831057E1
1.001582537E1,1.126621246E1,2.967050171E1,-2.488165283E1,4.032818943E1
1.002575537E1,1.130876923E1,2.951940918E1,-2.484355927E1,4.020554958E1
1.003568638E1,1.107884216E1,2.949123001E1,-2.509008789E1,4.027388610E1
1.004561638E1,1.154794312E1,2.959782791E1,-2.473727417E1,4.026560742E1
1.005554638E1,1.134418488E1,2.965843582E1,-2.461359406E1,4.017639056E1
1.006547638E1,1.131074524E1,2.947229767E1,-2.491220856E1,4.021402023E1
1.007540737E1,1.141342163E1,2.932376480E1,-2.502085876E1,4.020189982E1
1.008533737E1,1.163722229E1,2.958092499E1,-2.494120789E1,4.040445417E1
1.009526737E1,1.133351898E1,2.940897751E1,-2.508685303E1,4.028258688E1
1.010519737E1,1.168932343E1,2.942820740E1,-2.494747162E1,4.031173542E1
1.011512738E1,1.143222809E1,2.939321518E1,-2.491323090E1,4.019111856E1
1.012505838E1,1.127252960E1,2.921213913E1,-2.504904938E1,4.009830259E1
1.013498837E1,1.115625000E1,2.929099274E1,-2.502300262E1,4.010704215E1
1.014491837E1,1.125153351E1,2.921581268E1,-2.503194427E1,4.008439785E1
1.015484837E1,1.128922272E1,2.915608215E1,-2.528775787E1,4.021186858E1
1.016477938E1,1.136756897E1,2.903558731E1,-2.521449280E1,4.010059353E1
1.017470938E1,1.128830719E1,2.906040192E1,-2.534488678E1,4.017830415E1
1.018463938E1,1.124518585E1,2.897775650E1,-2.569802094E1,4.033054496E1
1.019456938E1,1.129312134E1,2.880982590E1,-2.555966187E1,4.013523355E1
1.020449938E1,1.135923767E1,2.872670746E1,-2.586567688E1,4.029006382E1
1.021443037E1,1.127638245E1,2.897509003E1,-2.580268860E1,4.040410105E1
1.022436037E1,1.164976501E1,2.902663422E1,-2.596335602E1,4.064921124E1
1.023429037E1,1.147529602E1,2.918027496E1,-2.606392670E1,4.077375554E1
1.024422037E1,1.129972076E1,2.918867874E1,-2.581534576E1,4.057209303E1
1.025415138E1,1.093463135E1,2.932297134E1,-2.587221527E1,4.060510232E1
1.026408138E1,1.108813477E1,2.924187851E1,-2.576190186E1,4.051801795E1
1.027401138E1,1.118464661E1,2.933782578E1,-2.592858124E1,4.071972085E1
1.028394138E1,1.121811676E1,2.909003067E1,-2.610109711E1,4.066132435E1
1.029387138E1,1.122913361E1,2.896632385E1,-2.622219849E1,4.065396724E1
1.030380237E1,1.101242065E1,2.900709152E1,-2.632180023E1,4.068810557E1
1.031373237E1,1.101107025E1,2.922582245E1,-2.609699249E1,4.069945188E1
1.032366237E1,1.094483948E1,2.927466202E1,-2.630018616E1,4.084721703E1
1.033359237E1,1.111444092E1,2.933636093E1,-2.633811188E1,4.096155523E1
1.034352325E1,1.084340668E1,2.934717560E1,-2.674050903E1,4.115690716E1
1.035345325E1,1.075457764E1,2.921195984E1,-2.664798737E1,4.097700292E1
1.036338325E1,1.052573395E1,2.914120865E1,-2.684373474E1,4.099496568E1
1.037331325E1,1.090422821E1,2.913597107E1,-2.664736938E1,4.096204705E1
1.038324325E1,1.081048584E1,2.896064377E1,-2.675714874E1,4.088435520E1
1.039317425E1,1.083252716E1,2.900580215E1,-2.663469696E1,4.084222430E1
1.040310425E1,1.082183838E1,2.913760376E1,-2.676062012E1,4.101515486E1
1.041303425E1,1.062588501E1,2.920018005E1,-2.655918121E1,4.087725595E1
1.042296425E1,1.050778198E1,2.910546875E1,-2.651078033E1,4.074755535E1
1.043289525E1,1.077423096E1,2.902061462E1,-2.708134460E1,4.113002980E1
1.044282525E1,1.088455963E1,2.927738571E1,-2.679460144E1,4.115324554E1
1.045275525E1,1.088358307E1,2.943959427E1,-2.674501801E1,4.123636841E1
1.046268525E1,1.106391144E1,2.931382370E1,-2.670300293E1,4.116747213E1
1.047261525E1,1.110089874E1,2.927478409E1,-2.702283478E1,4.135790778E1
1.048254625E1,1.089344788E1,2.940853882E1,-2.683106995E1,4.127269892E1
1.049247625E1,1.113797760E1,2.942366409E1,-2.698190308E1,4.144670852E1
1.050240625E1,1.109197235E1,2.934686279E1,-2.694752502E1,4.135745775E1
1.051233625E1,1.112819672E1,2.938078308E1,-2.720072937E1,4.155655008E1
1.052226725E1,1.116991425E1,2.931780243E1,-2.717724609E1,4.150786948E1
1.053219725E1,1.132427216E1,2.930041504E1,-2.761120605E1,4.182262738E1
1.054212725E1,1.121017456E1,2.930154419E1,-2.772406006E1,4.186731436E1
1.055205725E1,1.153079987E1,2.956059647E1,-2.784963226E1,4.221836361E1
1.056198725E1,1.143470001E1,2.965761948E1,-2.769046783E1,4.215553067E1
1.057191825E1,1.203520203E1,2.960696793E1,-2.773462677E1,4.231581453E1
1.058184825E1,1.204412079E1,2.957202911E1,-2.780442047E1,4.233971598E1
1.059177825E1,1.226888275E1,2.942145538E1,-2.798570251E1,4.241871127E1
1.060170825E1,1.224008942E1,2.958012009E1,-2.791299438E1,4.247279775E1
1.061163925E1,1.276165771E1,2.946840286E1,-2.834253693E1,4.283160135E1
1.062156925E1,1.278118896E1,2.952529907E1,-2.821234131E1,4.279063307E1
1.063149925E1,1.298610687E1,2.940224838E1,-2.824742126E1,4.279074654E1
1.064142925E1,1.286316681E1,2.962823868E1,-2.806377411E1,4.278865509E1
1.065135925E1,1.327462769E1,2.944737244E1,-2.851713562E1,4.308817132E1
1.066129025E1,1.328417206E1,2.922930908E1,-2.838105011E1,4.285213813E1
1.067122025E1,1.348766327E1,2.920831299E1,-2.873980713E1,4.313953085E1
1.068115025E1,1.334075165E1,2.938617325E1,-2.851023865E1,4.306224031E1
1.069108025E1,1.365028381E1,2.948184204E1,-2.878365326E1,4.340516045E1
1.070101125E1,1.339391327E1,2.946024323E1,-2.850785828E1,4.312772689E1
1.071094125E1,1.377512360E1,2.965111923E1,-2.841841888E1,4.331915781E1
1.072087125E1,1.332372284E1,2.970584869E1,-2.858242035E1,4.332336310E1
1.073080125E1,1.373036957E1,2.991313171E1,-2.877773285E1,4.372043464E1
1.074073125E1,1.369563293E1,2.995019531E1,-2.887002563E1,4.379569546E1
1.075066225E1,1.387550354E1,3.014632797E1,-2.862277222E1,4.382457961E1
1.076059225E1,1.379920959E1,3.007700729E1,-2.817720795E1,4.346262303E1
1.077052225E1,1.383476257E1,3.034672928E1,-2.871918488E1,4.401268241E1
1.078045225E1,1.345769501E1,3.038623810E1,-2.838320923E1,4.370399967E1
1.079038225E1,1.357417297E1,3.017182541E1,-2.857829285E1,4.371860065E1
1.080031325E1,1.360163879E1,3.008821869E1,-2.875118256E1,4.378282746E1
1.081024325E1,1.384619141E1,3.020687485E1,-2.857709503E1,4.382719093E1
1.082017325E1,1.350091553E1,3.018215942E1,-2.856538391E1,4.369460637E1
1.083010325E1,1.375408936E1,2.997771835E1,-2.884700012E1,4.381766753E1
1.084003425E1,1.343752289E1,3.013296127E1,-2.865879059E1,4.370227288E1
1.084996425E1,1.356950378E1,3.017953873E1,-2.887329865E1,4.391586690E1
1.085989425E1,1.339073181E1,3.009246445E1,-2.874214172E1,4.371474380E1
1.086982425E1,1.367956543E1,3.045680618E1,-2.881386566E1,4.410200004E1
1.087975425E1,1.320419312E1,3.051546097E1,-2.838590240E1,4.371845754E1
1.088968525E1,1.303761292E1,3.052206802E1,-2.870037079E1,4.387809556E1
1.089961525E1,1.281130981E1,3.047101593E1,-2.850759125E1,4.364968762E1
1.090954525E1,1.279598236E1,3.083074188E1,-2.848600006E1,4.388307201E1
1.091947525E1,1.255220032E1,3.079696655E1,-2.816719055E1,4.358212369E1
1.092940625E1,1.288372040E1,3.084987259E1,-2.844272614E1,4.389411760E1
1.093933625E1,1.273497009E1,3.125374603E1,-2.807386017E1,4.389894907E1
1.094926625E1,1.275959778E1,3.130651474E1,-2.823461151E1,4.404654910E1
1.095919625E1,1.272955322E1,3.156955338E1,-2.789925385E1,4.401189147E1
1.096912625E1,1.285655212E1,3.146860504E1,-2.830226898E1,4.423327328E1
1.097905725E1,1.269713593E1,3.131355286E1,-2.828043365E1,4.406289574E1
1.098898725E1,1.287188721E1,3.107565689E1,-2.862799835E1,4.416949424E1
1.099891725E1,1.237355804E1,3.089338303E1,-2.864109802E1,4.390693054E1
1.100884725E1,1.252758789E1,3.081140137E1,-2.865568542E1,4.390251951E1
1.101877825E1,1.250359344E1,3.084459305E1,-2.837036896E1,4.373335802E1
1.102870825E1,1.248139954E1,3.084911346E1,-2.857468414E1,4.386303352E1
1.103863825E1,1.252782440E1,3.080118179E1,-2.844952393E1,4.376110826E1
1.104856825E1,1.265727234E1,3.069059372E1,-2.878791046E1,4.394158480E1
1.105849825E1,1.258432007E1,3.063801956E1,-2.877011871E1,4.387223592E1
1.106842925E1,1.246704102E1,3.049829865E1,-2.895286560E1,4.386162056E1
1.107835925E1,1.238590240E1,3.043386078E1,-2.896636200E1,4.380274635E1
1.108828925E1,1.220138550E1,3.067567062E1,-2.949349213E1,4.426891295E1
1.109821925E1,1.209178925E1,3.048774719E1,-2.905064392E1,4.381385635E1
1.110815025E1,1.205310059E1,3.040547943E1,-2.914932251E1,4.381156715E1
1.111808025E1,1.173325348E1,3.011349869E1,-2.921389771E1,4.356539750E1
1.112801025E1,1.179889679E1,3.029703140E1,-2.931782532E1,4.377966376E1
1.113794025E1,1.174987030E1,3.028549576E1,-2.934029388E1,4.377354853E1
1.114787025E1,1.181475067E1,3.026309967E1,-2.914878082E1,4.364739349E1
1.115780125E1,1.199875641E1,3.008555222E1,-2.873011017E1,4.329584088E1
1.116773125E1,1.216988373E1,3.010315704E1,-2.944211578E1,4.383086031E1
1.117766125E1,1.195432281E1,3.035173416E1,-2.905001068E1,4.368107967E1
1.118759125E1,1.206294250E1,3.055459976E1,-2.886277771E1,4.372822985E1
1.119752225E1,1.215079498E1,3.049205399E1,-2.903256989E1,4.382119680E1
1.120745225E1,1.205537415E1,3.053960800E1,-2.869747925E1,4.360670840E1
1.121738225E1,1.217625427E1,3.060479736E1,-2.879327393E1,4.374891328E1
1.122731225E1,1.208615112E1,3.059177017E1,-2.903160858E1,4.387215231E1
1.123724225E1,1.209321594E1,3.076892853E1,-2.911518860E1,4.405300264E1
1.124717325E1,1.204137421E1,3.032033539E1,-2.931753540E1,4.386154709E1
1.125710325E1,1.202147675E1,3.038119125E1,-2.928009796E1,4.387319024E1
1.126703325E1,1.207070160E1,3.015508652E1,-2.921119690E1,4.368438055E1
1.127696325E1,1.212732697E1,3.023425674E1,-2.905014038E1,4.364737101E1
1.128689325E1,1.214771271E1,3.033599472E1,-2.926410675E1,4.386601696E1
1.129682425E1,1.223130035E1,3.034973526E1,-2.909767151E1,4.378796211E1
1.130675425E1,1.215773010E1,3.042212296E1,-2.868421936E1,4.354423506E1
1.131668425E1,1.224157715E1,3.064936447E1,-2.924266815E1,4.409504954E1
1.132661425E1,1.193346405E1,3.063680649E1,-2.929051208E1,4.403357326E1
1.133654525E1,1.207730103E1,3.019327545E1,-2.922666931E1,4.372291483E1
1.134647542E1,1.221378326E1,3.034387207E1,-2.967061615E1,4.416189009E1
1.135640542E1,1.229013824E1,3.061038971E1,-2.922001648E1,4.406645912E1
1.136633542E1,1.218635559E1,3.044298172E1,-2.925247192E1,4.394302575E1
1.137626542E1,1.216696930E1,3.044855118E1,-2.908456421E1,4.382991314E1
1.138619642E1,1.209761810E1,3.037776184E1,-2.908712769E1,4.376324685E1
1.139612642E1,1.251692963E1,3.042475128E1,-2.916817474E1,4.396727687E1
1.140605642E1,1.218572998E1,3.052383423E1,-2.904317474E1,4.386003272E1
1.141598642E1,1.242481995E1,3.039764023E1,-2.938364410E1,4.406576021E1
1.142591742E1,1.217083740E1,3.036395264E1,-2.916658020E1,4.382679892E1
1.143584742E1,1.213368225E1,3.010908127E1,-2.915240479E1,4.363078872E1
1.144577742E1,1.212864685E1,3.036548615E1,-2.904988861E1,4.373857395E1
1.145570742E1,1.250629425E1,3.044520569E1,-2.946782684E1,4.417771796E1
1.146563742E1,1.219216156E1,3.034836578E1,-2.923489380E1,4.386742669E1
1.147556842E1,1.234029388E1,3.026387787E1,-2.918615723E1,4.381799779E1
1.148549842E1,1.219964600E1,3.027997971E1,-2.934310150E1,4.389448871E1
1.149542842E1,1.241357422E1,3.042984390E1,-2.968706512E1,4.428762875E1
1.150535842E1,1.218371582E1,3.033724594E1,-2.930303192E1,4.390283706E1
1.151528842E1,1.227433777E1,3.016323090E1,-2.932943726E1,4.382574307E1
1.152521942E1,1.221566772E1,3.005234528E1,-2.931858063E1,4.372579518E1
1.153514942E1,1.242143250E1,3.016551208E1,-2.935831451E1,4.388804775E1
1.154507942E1,1.199820709E1,3.020672607E1,-2.904788208E1,4.359108541E1
1.155500942E1,1.239301300E1,3.019612122E1,-2.940141296E1,4.392989406E1
1.156494042E1,1.207546997E1,3.016444778E1,-2.935997772E1,4.379177065E1
1.157487042E1,1.234577179E1,3.031081390E1,-2.964399719E1,4.415801275E1
1.158480042E1,1.199990082E1,3.012221909E1,-2.951558685E1,4.384650008E1
1.159473042E1,1.220838165E1,3.007586670E1,-2.977996063E1,4.405052095E1
1.160466042E1,1.201679993E1,2.994886398E1,-2.936476135E1,4.363057579E1
1.161459142E1,1.234046936E1,3.004573059E1,-2.945438385E1,4.384739261E1
1.162452142E1,1.196809387E1,3.010113525E1,-2.931840515E1,4.369075984E1
1.163445142E1,1.235709381E1,3.009956741E1,-2.970525360E1,4.405773278E1
1.164438142E1,1.209605408E1,3.023340988E1,-2.967634583E1,4.405745225E1
1.165431242E1,1.222225189E1,3.000983810E1,-2.956224823E1,4.386228841E1
1.166424242E1,1.178269958E1,3.001226044E1,-2.926480865E1,4.354304550E1
1.167417242E1,1.234981537E1,3.015015030E1,-2.966448975E1,4.406281260E1
1.168410242E1,1.211399078E1,3.042307281E1,-2.949252319E1,4.406950257E1
1.169403242E1,1.219535065E1,3.014347076E1,-2.938269043E1,4.382576758E1
1.170396342E1,1.180708313E1,3.008459091E1,-2.902338409E1,4.343784809E1
1.171389342E1,1.200244904E1,3.033319855E1,-2.944404602E1,4.394443723E1
1.172382342E1,1.241284180E1,3.020562363E1,-2.936048126E1,4.391464676E1
1.173375342E1,1.233066559E1,3.016436768E1,-2.935391998E1,4.385871646E1
1.174368442E1,1.233789825E1,3.010317993E1,-2.911103821E1,4.365635946E1
1.175361442E1,1.249630737E1,3.025748444E1,-2.914710999E1,4.383180447E1
1.176354442E1,1.208473206E1,3.013151550E1,-2.919479370E1,4.366102329E1
1.177347442E1,1.252997589E1,3.030973434E1,-2.940001678E1,4.404589968E1
1.178340442E1,1.208609009E1,3.030295181E1,-2.944291687E1,4.394573718E1
1.179333542E1,1.216996002E1,3.038308716E1,-2.933852386E1,4.395439563E1
1.180326542E1,1.212468719E1,3.025596619E1,-2.922469330E1,4.377801078E1
1.181319542E1,1.216345215E1,3.038094711E1,-2.942903137E1,4.401158260E1
1.182312542E1,1.210399628E1,3.015551758E1,-2.943699646E1,4.384516766E1
1.183305542E1,1.220029449E1,3.053881454E1,-2.976374817E1,4.435478649E1
1.184298642E1,1.208782196E1,3.022549057E1,-2.930214691E1,4.379853346E1
1.185291642E1,1.219609070E1,3.014835358E1,-2.911906433E1,4.365303837E1
1.186284642E1,1.206513977E1,3.008206177E1,-2.934680176E1,4.372336688E1
1.187277642E1,1.216745758E1,3.032836533E1,-2.949363708E1,4.401967056E1
1.188270742E1,1.240217590E1,2.998807907E1,-2.915956116E1,4.362773041E1
1.189263742E1,1.221932983E1,3.007537079E1,-2.910565186E1,4.360021697E1
1.190256742E1,1.207202911E1,3.031256485E1,-2.892888641E1,4.360580172E1
1.191249742E1,1.217674255E1,3.028377151E1,-2.922643280E1,4.381283203E1
1.192242742E1,1.186199188E1,3.009757996E1,-2.912819672E1,4.353186206E1
1.193235842E1,1.190000916E1,2.992757034E1,-2.933476257E1,4.356372321E1
1.194228842E1,1.206282043E1,2.997024536E1,-2.901085663E1,4.342069836E1
1.195221842E1,1.192879486E1,2.989146042E1,-2.934527588E1,4.355388351E1
1.196214842E1,1.217361450E1,2.981927109E1,-2.909178162E1,4.340181535E1
1.197207942E1,1.225546265E1,3.015653992E1,-2.907907104E1,4.364866135E1
1.198200942E1,1.211455536E1,3.022320938E1,-2.876061249E1,4.344396008E1
1.199193942E1,1.221970367E1,3.013095093E1,-2.900375366E1,4.357078251E1
1.200186942E1,1.224786377E1,3.010293579E1,-2.918817139E1,4.368233349E1
1.201179942E1,1.227136230E1,3.017972565E1,-2.895223999E1,4.358479521E1
1.202173042E1,1.220522308E1,3.015289307E1,-2.871030426E1,4.338716402E1
1.203166042E1,1.242594147E1,3.024249649E1,-2.870638275E1,4.350941307E1
1.204159042E1,1.233409882E1,3.041353226E1,-2.875527191E1,4.363460325E1
1.205152042E1,1.246114349E1,3.044084549E1,-2.861484528E1,4.359741439E1
1.206145042E1,1.236285400E1,3.029390717E1,-2.862136078E1,4.347117739E1
1.207138142E1,1.238038635E1,3.048880005E1,-2.868993378E1,4.365722386E1
1.208131142E1,1.260208130E1,3.043785095E1,-2.905710602E1,4.392710591E1
1.209124142E1,1.240253448E1,3.049941254E1,-2.880715942E1,4.374802236E1
1.210117142E1,1.234988403E1,3.042406082E1,-2.908588409E1,4.386492638E1
1.211110242E1,1.227300262E1,3.055284119E1,-2.902335358E1,4.389143141E1
1.212103242E1,1.241927338E1,3.014974213E1,-2.894989777E1,4.360437916E1
1.213096242E1,1.235545349E1,3.048537445E1,-2.876889038E1,4.369970641E1
1.214089242E1,1.229694366E1,3.054469299E1,-2.858767700E1,4.360560021E1
1.215082242E1,1.238211823E1,3.063923264E1,-2.885223389E1,4.386947491E1
1.216075342E1,1.241278839E1,3.051785660E1,-2.876747894E1,4.373768091E1
1.217068342E1,1.227986145E1,3.042131805E1,-2.889739990E1,4.371854653E1
1.218061342E1,1.247199249E1,3.065242004E1,-2.886981201E1,4.391568623E1
1.219054342E1,1.233464050E1,3.020680237E1,-2.902179718E1,4.366759642E1
1.220047342E1,1.251025391E1,3.027259827E1,-2.894797516E1,4.371409297E1
1.221040442E1,1.273233795E1,3.018116760E1,-2.889600372E1,4.368059453E1
1.222033442E1,1.244879150E1,3.026260757E1,-2.865524292E1,4.349621563E1
1.223026442E1,1.250590515E1,3.034619522E1,-2.889151764E1,4.372652535E1
1.224019442E1,1.245550537E1,3.035943985E1,-2.890207672E1,4.372831166E1
1.225012542E1,1.244204712E1,3.031327820E1,-2.916410065E1,4.386620725E1
1.226005542E1,1.236714172E1,3.026541519E1,-2.897020721E1,4.368311410E1
1.226998542E1,1.263807678E1,3.030474854E1,-2.848101807E1,4.346570094E1
1.227991542E1,1.240124512E1,3.034436798E1,-2.843183899E1,4.339286827E1
1.228984542E1,1.255644989E1,3.032942581E1,-2.873151398E1,4.362382834E1
1.229977642E1,1.225572205E1,3.035042953E1,-2.847712708E1,4.338545911E1
1.230970642E1,1.247514343E1,3.048126602E1,-2.857680511E1,4.360470815E1
1.231963642E1,1.226249695E1,3.046600723E1,-2.870301819E1,4.361662162E1
1.232956642E1,1.221432495E1,3.062081146E1,-2.905471802E1,4.394315041E1
1.233949937E1,1.215356445E1,3.038961029E1,-2.889945221E1,4.366252261E1
1.234942937E1,1.226351929E1,3.039323425E1,-2.926515198E1,4.393849922E1
1.235935937E1,1.236905670E1,3.050288010E1,-2.903720093E1,4.389280460E1
1.236928937E1,1.257839966E1,3.039422989E1,-2.913550568E1,4.394204182E1
1.237921937E1,1.230958557E1,3.037063217E1,-2.872735596E1,4.357937787E1
1.238915038E1,1.256663513E1,3.034833908E1,-2.886666870E1,4.372901286E1
1.239908038E1,1.242538452E1,3.034643555E1,-2.863920593E1,4.353734543E1
1.240901038E1,1.239321136E1,3.034249115E1,-2.886174774E1,4.367217581E1
1.241894038E1,1.211611176E1,3.017413330E1,-2.853610229E1,4.326184946E1
1.242887038E1,1.245929718E1,3.017684555E1,-2.882991028E1,4.355502061E1
1.243880137E1,1.225514984E1,3.043017960E1,-2.872910309E1,4.360671843E1
1.244873137E1,1.241881561E1,3.007942963E1,-2.902338409E1,4.360453981E1
1.245866137E1,1.212861633E1,3.008401489E1,-2.850294495E1,4.318065721E1
1.246859137E1,1.257974243E1,3.013392639E1,-2.865547180E1,4.344467175E1
1.247852238E1,1.240956116E1,3.038602448E1,-2.859403229E1,4.353075205E1
1.248845238E1,1.247227478E1,3.026152802E1,-2.882592010E1,4.361480696E1
1.249838238E1,1.226568604E1,3.041867447E1,-2.887043762E1,4.369490793E1
1.250831237E1,1.256171417E1,3.061903000E1,-2.910933685E1,4.407578874E1
1.251824237E1,1.220567322E1,3.053779221E1,-2.878713989E1,4.370623107E1
1.252817338E1,1.246880341E1,3.040674210E1,-2.884423828E1,4.372677790E1
1.253810338E1,1.208889771E1,3.047765350E1,-2.853929138E1,4.346860894E1
1.254803338E1,1.225565338E1,3.026712799E1,-2.922496033E1,4.382235026E1
1.255796338E1,1.217439270E1,3.049959564E1,-2.896249390E1,4.378661011E1
1.256789338E1,1.239069366E1,3.050229263E1,-2.919132996E1,4.400060102E1
1.257782437E1,1.224816895E1,3.054337311E1,-2.913914490E1,4.395457938E1
1.258775437E1,1.254865265E1,3.030568695E1,-2.934291077E1,4.401033693E1
1.259768437E1,1.242272186E1,3.038983917E1,-2.924153900E1,4.396514468E1
1.260761437E1,1.276421356E1,3.013613129E1,-2.902482605E1,4.374416629E1
1.261754538E1,1.243034363E1,3.062247086E1,-2.894735718E1,4.393402613E1
1.262747538E1,1.271946716E1,3.045015335E1,-2.891781616E1,4.387752016E1
1.263740538E1,1.253884125E1,3.046736145E1,-2.904640961E1,4.392239252E1
1.264733538E1,1.276519775E1,3.036758423E1,-2.919995117E1,4.402019530E1
1.265726538E1,1.257335663E1,3.035054016E1,-2.892463684E1,4.377075738E1
1.266719637E1,1.247978210E1,3.014397049E1,-2.889333344E1,4.358014038E1
1.267712637E1,1.238148499E1,3.035086441E1,-2.893138885E1,4.372072051E1
1.268705637E1,1.253824615E1,3.068559647E1,-2.880711365E1,4.391654863E1
1.269698637E1,1.268107605E1,3.045305634E1,-2.893360138E1,4.387882882E1
1.270691738E1,1.257180786E1,3.044788361E1,-2.902003479E1,4.390087002E1
1.271684738E1,1.239406586E1,3.047290421E1,-2.907036591E1,4.390099011E1
1.272677738E1,1.242243195E1,3.054909134E1,-2.902719116E1,4.393337711E1
1.273670738E1,1.222901917E1,3.086541748E1,-2.890194702E1,4.401755840E1
1.274663738E1,1.249890900E1,3.072889709E1,-2.894795990E1,4.402808450E1
1.275656837E1,1.225650024E1,3.066250229E1,-2.866886139E1,4.373001782E1
1.276649838E1,1.247106171E1,3.061765671E1,-2.915962219E1,4.408233035E1
1.277642838E1,1.226710510E1,3.055870819E1,-2.893487549E1,4.383541415E1
